product_url,product_name,brand_name,overall_rating,total_reviews,username,user_profile_url,user_age,review_date,rating,is_recommended,review_text,usage_period,purchase_point,page_number
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,sarahmirza,https://account.femaledaily.com/user/fd/sarahmirza,25 - 29,an hour ago,5,True,"Sunscreen yang punya tekstur dingin, ringan dan mudah menyerap ke kulit. Dilengkapi skinboost DNA untuk wajah cerah dan glowing.",6 months - 1 year,Shopee,1
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,nuuraaanee,https://account.femaledaily.com/user/fd/nuuraaanee,19 - 24,a day ago,5,True,"Sudah lama pakai sunscreen wardah inii, dari packaging yang lamaa warna putihh sampe sekrang yang sudah upgrade, awalnya coba-cobaa dan sampai akhirnya menetap pakee sunscreen ini sampe sekarangg! Mantap kalii wardah inii, semogaa makin bagus kualitasnyaa!",More than 1 year,Shopee,1
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,caroll,https://account.femaledaily.com/user/fd/caroll,19 - 24,a day ago,4,True,"teksturnya tidak lengket, cepat meresap di kulit, tidak menimbulkan whitecast, mudah untuk diratakan ke seluruh permukaan kulit/wajah, ga bikin terlalu berminyak / kusam, harganya terjangkau, produk mudah ditemukan/dibeli, teksturnya ga berat",3 months - 6 months,Shopee,1
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,Salss1800,https://account.femaledaily.com/user/fd/Salss1800,19 - 24,a day ago,5,True,"Ga mau berpaling deh dari sunscreen yang satu ini. Nyoba beberapa jenis sunscreen tapi tetep balik lagi ke produk yang satu ini. Selain harganya murah, isinya juga awet dan bikin kulit lebih moist ga bikin perih ke mata dan bener bener bagus banget deh produknya",More than 1 year,Shopee,1
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,Fei_jkt,https://account.femaledaily.com/user/fd/Fei_jkt,40 - 44,3 days ago,5,True,"Wardah UV Shield Essential Gel Sunscreen SPF 35 adalah sunscreen dengan skin boost DNA untuk memberikan perlindungan maksimal terhadap sinar UV sampai level DNA. Dilengkapi dengan powerful ingredients seperti vitamin C, glutathione, vitamin B3 sehingga membuat wajah cerah dan glowing",6 months - 1 year,Shopee,1
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,Mithanndy,https://account.femaledaily.com/user/fd/Mithanndy,19 - 24,3 days ago,4,True,"So far pakai produk ini, ga nimbulin reaksi macem-macem sih di muka. Teksturnya gel cream, pas diapply ke muka ada sensasi sedikit dingin. Ringan banget di muka. No white cast. Sunscreen ini cukup oke kok di skin type combination to oily. Ga terlalu bikin minyakan di muka.",More than 1 year,Shopee,1
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,Chadiijah,https://account.femaledaily.com/user/fd/Chadiijah,25 - 29,4 days ago,4,True,"Cocok bgtt di kulit yg mudah berjerawat, ga menunjukan tanda tanda ga cocok padahal chemical sunscreen, tidak membuat kulit tambah berminyak padahal kulitku tipe yang berminyak banget, harganya termasuk murah untuk mahasiswa, wajib repurchase",More than 1 year,Shopee,1
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,nengkristin8,https://account.femaledaily.com/user/fd/nengkristin8,25 - 29,4 days ago,5,True,"Wardah sunscreen ini sangat bagus banget karena teksturnya mudah menyerap dan harganya juga ngga menguras dompet, wanginya juga seger, aku udah beli produk ini berkali kali jadi ngga akan kapok buat beli lagi, karena emang senyaman itu ss inituh",3 months - 6 months,Tiktok,1
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,tatapril,https://account.femaledaily.com/user/fd/tatapril,19 - 24,4 days ago,4,True,"Teksturnya ringan, gel-nya gampang meresap dan gak greasy. Wangi lembutnya enak banget. Kulit terasa segar dan nyaman, cocok buat daily sunscreen. Mungkin kekurangannya ga cocok untuk kulit sensitif yaa karena aku pernah breakout pas make inii.",1 week - 1 month,Indomaret,1
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,mtraltd,https://account.femaledaily.com/user/fd/mtraltd,18 and Under,18 May 2025,2,False,"Aku sudah pakai sunscreen-nya, dan menurutku di awal hasilnya cukup bagus. Tapi lama-kelamaan, kulitku justru terlihat makin kusam, muncul bruntusan, dan jadi sangat berminyak. Aku sempat coba berhenti pakai sunscreen ini sehari, dan hasilnya kulitku nggak kusam atau berminyak lagi. Sunscreen ini cocoknya cuma di awal aja. Lumayan sih buat bantu memudarkan bekas jerawat, tapi prosesnya lama banget dan nggak sepenuhnya hilang.",1 month - 3 months,Tiktok,1
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,MelindaEricha,https://account.femaledaily.com/user/fd/MelindaEricha,19 - 24,17 May 2025,4,True,"Kulit aku itu tipe acne prone skin, menurut aku ss salah satu skincare yang nolong aku buat nyembuhin jerawat aku perlahan2. Awalnya kayak ga cocok karna kulit malah jadi kusam, tapi ternyata itu karna aku pakenya kebanyakan, stelah aku pake tipis2 aja cukup untuk semuka efeknya menurut aku bagus banget",1 month - 3 months,Indomaret,2
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,maylana_15,https://account.femaledaily.com/user/fd/maylana_15,25 - 29,10 May 2025,5,True,"Pakai sunscreen ini bener-bener puas banget, selain melindungi kulit dari sinar matahari, kulit wajah aku jadi lembab dan ga kering lagi. Jadi setiap hari harus rutin pakai sunscreen ini sebelum makeup 🫶🏻 thank you wardah ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",1 month - 3 months,Super Indo,2
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,Rahmayura_,https://account.femaledaily.com/user/fd/Rahmayura_,19 - 24,10 May 2025,5,True,"Aku suka bgt sama sunscreen ini, bikin kulitku cerah sejak kelas 11 SMA sampai skrg kuliah sem 6. Terus kalau di aku memudarkan bekas jerawat gitu, tapi ga tau kenapa beberapa bulan ini bikin perih ke mata gitu kalau misalnya dipake dalam waktu lama. Tapi aku suka banget kok.",More than 1 year,Shopee,2
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,Dausaaa,https://account.femaledaily.com/user/fd/Dausaaa,19 - 24,04 May 2025,4,True,"sunscreen dari Wardah ini tuh udah jadi andalan banyak orang, termasuk aku. Kenapa? Soalnya dia tuh ringan banget di kulit, nggak lengket kayak sunscreen kebanyakan. Begitu diolesin, langsung meresap dan nggak bikin muka jadi kilang minyak.",1 month - 3 months,FD Try and Review,2
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,ayukkk04,https://account.femaledaily.com/user/fd/ayukkk04,19 - 24,04 May 2025,5,True,bagus banget enak di muka buat kulitku yg amat snagat sensitif cocok dan ga buat vreakout dan waktu beli d yogyaxbeuaty cocok banget awwtvsamapi setahun dan enak bgt di kulit buat finishnya glowing natural dan nyaman pokoknya the bestttt,More than 1 year,XBeauty by Female Daily,2
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,Aufamunayya,https://account.femaledaily.com/user/fd/Aufamunayya,19 - 24,04 May 2025,4,True,"teksturnya ringan tapi sedikit lengket, coverage nya mantul, cukup melindungi kulit dari sinar matahari, jika terkena mata lumayan perih, produknya awet, jika terkena air produknya bisa langsung hilang atau tidak waterproof sehingga harus retouch, mungkin bisa mencoba keluarkan versi spray nya",6 months - 1 year,Super Indo,2
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,nurulkm,https://account.femaledaily.com/user/fd/nurulkm,25 - 29,04 May 2025,5,True,"Sunscreen yang ringan banget di wajah gak bikin putih gak berat dan spf lumayan tinggi untuk melindungi kulit dari sinar UVA dan UVB wajib cobain karena teksturnya gak berat sama sekali dan gak ada efek putih langsung meresap di kulit,pemula wajib coba.",6 months - 1 year,Shopee,2
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,jjoshuacoustic,https://account.femaledaily.com/user/fd/jjoshuacoustic,19 - 24,04 May 2025,5,True,"suncreen yang satu ini cocok banget dikulit, melindungi kulit dari sinar matahari. menurutku cukup cocok karena nggak gampang jerawatan, dan meski terpapar sinar matahari sedikit menolong tidak membuat kulit belang. Teksturnya lembut dan menenangkan kulit.",1 month - 3 months,Indomaret,2
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,khansaeyo,https://account.femaledaily.com/user/fd/khansaeyo,19 - 24,04 May 2025,4,True,"agak lemgket dan lama kering tapi bagis Sunscreen atau tabir surya memiliki fungsi utama untuk melindungi kulit dari bagian sinar matahari yang merusak ataupun memicu masalah kesehatan kulit, misalnya sinar UVA, UVB dan UVC. Dengan mengapliasikan krim tabir surya secara rutin sebelum memulai kegiatan serumu di luar ruangan, wajah jadi lebih terlindungi sehingga nampak segar dengan warna yang merata, bebas flek hitam, bebas komedo, bebas kulit gelap dan pastinya lebih kuat menahan efek buruk lingkungan. Penggunaan sunscreen juga meminimalkan kemungkinan terkena kanker kulit yang berbahaya. Jadi, jangan sampai lupa melakukan ritual skincare pagi hari ini ya, besties.",More than 1 year,Shopee,2
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,ariffahhasanah,https://account.femaledaily.com/user/fd/ariffahhasanah,25 - 29,04 May 2025,5,True,"bagus bgt sunscreen nya gais, ada kandungan salicylic acid nya yg sangat membantu dalam jerawat, aku udh punya feeling yang bagus bgt sama sunscreen ini karena ada kandungan salicylic acid and panthenol nya which is bagus banget",6 months - 1 year,Female Daily Studio,2
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,Dilahusnia,https://account.femaledaily.com/user/fd/Dilahusnia,19 - 24,04 May 2025,5,True,"Sunscreen ringan dengan SPF 50 PA++++, cepat meresap, dan nyaman dipakai seharian. Gak lengket, gak ada white cast, dan melindungi kulit dari sinar UVA/UVB. Cocok untuk kulit semua jenis. karena aku kulitnya kering aku merasa cocok bgt karena ringan dan sangat melembabkan di wajah",Less than 1 week,Shopee,3
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,DewiRobiatul_16,https://account.femaledaily.com/user/fd/DewiRobiatul_16,19 - 24,04 May 2025,5,True,aku pakai ini pas smp sampe kuliah. enak banget teksturnya sekaramg udah banyak variasinya dan aku coba yg lain juga. harganya juga ramah di kantong. untuk pembelian di online biasanya banyak promo. aku lebih suka belanja di online store hihi,More than 1 year,Shopee,3
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,yaninabila,https://account.femaledaily.com/user/fd/yaninabila,45 and Above,04 May 2025,4,True,"saya telah menggunakan produk ini secara rutin, karena saya sering di berada di dalam ruangan jadi menggunakan sunscreen wardah yang SPF 35, meskipun aktivitas berada di dalam ruangan tapi menggunakan sunscreen wajib dilakukan setiap hari",3 months - 6 months,Shopee,3
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,Fadillaaisya202,https://account.femaledaily.com/user/fd/Fadillaaisya202,19 - 24,04 May 2025,5,True,,1 month - 3 months,Instagram,3
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,llarasaprila,https://account.femaledaily.com/user/fd/llarasaprila,25 - 29,04 May 2025,5,True,"Buat muka aku yang kominasi ini oke banget dan enggak bikin kusem, keset tapi enggak kering. enak banget dipakai sehari-hari. Pokoknya wajilo beli sih dimanapun kamu berada karena worth to buy buat harga yang enggak begitu pricy masih ramah dikantong!",3 months - 6 months,Female Daily Studio,3
https://reviews.femaledaily.com/products/moisturizer/sun-protection-1/wardah/sun-block-spf-33,UV Shield Essential Sunscreen Gel SPF 35 PA +++,Wardah,,,dewinuralifah,https://account.femaledaily.com/user/fd/dewinuralifah,25 - 29,04 May 2025,5,True,"pake sunscreen ini kalau terkena sengatan matahari ga panasss.. kemudiaan kulit terasa freshhh dan ga gampang gosong. pokoknya melindungi banget apalagi kalau berkendara di siang bolong . tersengat matahari aman banget, gaperlu banyak touchup",3 months - 6 months,Female Daily Studio,3
